user_id,favorite_sports,odds_format,marketing_opt_in
BB10002607,Cricket,Decimal,1
BB10002608,Baseball,American,
BB10002609,"Hockey,Baseball,Baseball",,true
BB10002610,"Rugby,Basketball,Rugby",,0
BB10002611,Baseball,Decimal,No
BB10002612,"Golf,Hockey,Rugby,Football",DECIMAL,
BB10002613,"Hockey,Tennis",fractional,0
BB10002614,"Boxing,Baseball",,false
BB10002615,Cricket,DECIMAL,No
BB10002616,Football,American,
BB10002619,"Basketball,Basketball",American,Yes
BB10002621,"Football,Rugby,Football",Fractional,TRUE
BB10002622,"Rugby,Cricket",fractional,
BB10002623,"Rugby,Rugby",,No
BB10002624,"Rugby,Golf",,TRUE
BB10002625,Baseball,Fractional,FALSE
BB10002626,"Football,Football",,FALSE
BB10002628,"Hockey,Cricket",fractional,No
BB10002629,"Rugby,Basketball,Tennis,Hockey",Decimal,true
BB10002630,"Boxing,Hockey,Basketball",DECIMAL,true
BB10002631,"Hockey,Golf",fractional,TRUE
BB10002632,Tennis,Decimal,Yes
BB10002633,"Basketball,Baseball,Baseball,Basketball",Dec,false
BB10002634,"Boxing,Boxing,Tennis,Football",fractional,
BB10002635,Cricket,,No
BB10002636,"Cricket,Hockey,Hockey,Tennis,Cricket",,
BB10002637,Basketball,,1
BB10002640,"Basketball,Hockey,Rugby,Basketball",,TRUE
BB10002641,"Cricket,Hockey,Hockey",American,
BB10002642,"Baseball,Baseball,Boxing",,1
BB10002643,"Football,Basketball,Tennis,Basketball",fractional,0
BB10002645,"Hockey,Rugby",Decimal,
BB10002646,"Tennis,Rugby,Rugby",Fractional,Yes
BB10002647,"Boxing,Boxing",DECIMAL,true
BB10002648,"Tennis,Hockey,Boxing,Golf,Tennis",Dec,TRUE
BB10002649,"Tennis,Football",American,1
BB10002650,"Football,Hockey",Fractional,Yes
BB10002651,"Basketball,Hockey,Hockey,Boxing",Decimal,No
BB10002652,"Boxing,Football",Decimal,TRUE
BB10002653,"Rugby,Hockey,Basketball,Baseball",fractional,true
BB10002654,"Golf,Basketball,Basketball",,No
BB10002655,Football,American,No
BB10002657,"Hockey,Basketball",Fractional,
BB10002658,"Golf,Basketball",fractional,FALSE
BB10002659,Boxing,,
BB10002660,"Baseball,Tennis,Baseball",Decimal,FALSE
BB10002661,Baseball,Decimal,
BB10002662,"Football,Baseball,Hockey",AMERICAN,No
BB10002663,"Football,Boxing,Rugby",,false
BB10002664,Tennis,Dec,0
BB10002665,"Hockey,Hockey",,
BB10002666,"Hockey,Boxing",fractional,Yes
BB10002667,"Rugby,Boxing",,
BB10002668,"Cricket,Basketball,Hockey,Baseball",,Yes
BB10002669,Rugby,,1
BB10002670,"Football,Hockey,Tennis",DECIMAL,No
BB10002671,"Basketball,Hockey",fractional,
BB10002672,Baseball,,
BB10002673,"Rugby,Rugby",Fractional,false
BB10002674,"Boxing,Football,Basketball",Dec,false
BB10002675,"Golf,Rugby,Cricket",Fractional,TRUE
BB10002677,"Basketball,Tennis",Decimal,Yes
BB10002678,"Tennis,Baseball,Hockey,Tennis",American,0
BB10002680,"Cricket,Football,Rugby",fractional,FALSE
BB10002681,"Basketball,Cricket,Tennis,Baseball",AMERICAN,true
BB10002683,"Football,Cricket,Boxing",,
BB10002684,"Hockey,Football,Tennis",Decimal,1
BB10002685,Rugby,,true
BB10002686,Rugby,,true
BB10002689,"Basketball,Basketball,Hockey",AMERICAN,false
BB10002690,"Hockey,Football",Decimal,FALSE
BB10002691,"Hockey,Rugby,Tennis,Tennis",Decimal,
BB10002692,"Baseball,Hockey,Tennis,Baseball",,
BB10002693,"Rugby,Golf,Tennis",AMERICAN,TRUE
BB10002694,"Rugby,Baseball",,TRUE
BB10002695,"Hockey,Cricket",fractional,true
BB10002696,"Golf,Rugby,Baseball",American,false
BB10002697,"Football,Cricket,Basketball,Football",Fractional,false
BB10002698,Cricket,,Yes
BB10002699,"Tennis,Tennis",Dec,No
BB10002700,"Baseball,Hockey,Golf,Baseball",Fractional,false
BB10002701,"Cricket,Baseball,Tennis,Baseball",Dec,
BB10002702,"Baseball,Golf,Rugby",Decimal,FALSE
BB10002704,"Hockey,Baseball",Fractional,0
BB10002705,Rugby,Dec,0
BB10002706,"Baseball,Rugby",American,TRUE
BB10002707,Basketball,DECIMAL,TRUE
BB10002708,"Cricket,Boxing,Rugby,Tennis",American,
BB10002709,"Football,Tennis",fractional,true
BB10002711,"Baseball,Basketball",fractional,false
BB10002712,"Hockey,Football",AMERICAN,No
BB10002713,"Basketball,Cricket,Hockey",Fractional,0
BB10002716,"Hockey,Basketball,Basketball",American,FALSE
BB10002717,"Basketball,Hockey,Cricket,Baseball",,Yes
BB10002718,Hockey,AMERICAN,TRUE
BB10002719,"Rugby,Basketball,Golf",Fractional,true
BB10002720,"Baseball,Basketball,Golf,Baseball",Dec,No
BB10002721,"Golf,Basketball,Rugby,Football",Decimal,0
BB10002722,"Boxing,Rugby",Dec,Yes
BB10002723,Tennis,,0
BB10002725,"Baseball,Boxing,Baseball,Boxing",,
BB10002726,"Boxing,Football,Tennis",American,TRUE
BB10002727,"Basketball,Tennis",Fractional,1
BB10002728,Rugby,fractional,No
BB10002729,"Football,Football",Dec,1
BB10002731,"Hockey,Tennis,Boxing",Dec,
BB10002732,Boxing,American,
BB10002733,"Football,Rugby,Hockey,Tennis",,0
BB10002734,"Rugby,Cricket,Tennis",,Yes
BB10002735,"Golf,Baseball,Rugby",DECIMAL,
BB10002736,Boxing,DECIMAL,false
BB10002738,"Cricket,Cricket",,No
BB10002739,"Hockey,Tennis,Rugby,Golf",AMERICAN,No
BB10002741,"Golf,Tennis,Football",,TRUE
BB10002742,"Tennis,Football,Tennis",fractional,1
BB10002743,"Boxing,Tennis,Baseball",fractional,
BB10002744,"Basketball,Cricket",,No
BB10002745,Baseball,Dec,Yes
BB10002746,"Basketball,Basketball,Rugby,Basketball",,true
BB10002747,"Football,Rugby",DECIMAL,true
BB10002748,"Rugby,Boxing,Golf,Golf",,Yes
BB10002749,"Golf,Football",,
BB10002750,Golf,,
BB10002751,Rugby,DECIMAL,true
BB10002752,Basketball,,Yes
BB10002753,Boxing,,1
BB10002754,"Rugby,Boxing,Golf",DECIMAL,FALSE
BB10002755,"Tennis,Cricket,Cricket,Cricket",Fractional,TRUE
BB10002756,"Basketball,Golf",AMERICAN,
BB10002757,"Football,Cricket,Tennis",Dec,
BB10002758,"Baseball,Baseball,Basketball,Cricket",DECIMAL,FALSE
BB10002759,Cricket,Fractional,
BB10002760,Golf,American,No
BB10002761,"Cricket,Golf,Boxing",DECIMAL,1
BB10002762,"Basketball,Rugby,Hockey,Football",,true
BB10002764,"Tennis,Tennis,Boxing,Golf",,Yes
BB10002765,"Rugby,Baseball,Football,Boxing",DECIMAL,false
BB10002766,Boxing,Fractional,false
BB10002767,Rugby,Dec,
BB10002768,"Golf,Cricket,Basketball,Golf",Decimal,TRUE
BB10002770,"Baseball,Basketball,Hockey,Boxing",AMERICAN,
BB10002771,Basketball,,false
BB10002772,"Boxing,Football",,true
BB10002773,Golf,American,1
BB10002774,"Tennis,Hockey",Dec,FALSE
BB10002775,"Baseball,Football",Dec,0
BB10002776,"Cricket,Baseball,Cricket",DECIMAL,1
BB10002777,"Football,Tennis",AMERICAN,true
BB10002778,Golf,DECIMAL,Yes
BB10002779,"Cricket,Golf,Basketball",fractional,true
BB10002780,Baseball,AMERICAN,0
BB10002781,"Basketball,Rugby,Cricket,Hockey",,
BB10002782,"Rugby,Golf,Boxing,Basketball",fractional,
BB10002783,"Hockey,Rugby,Tennis,Hockey",Dec,TRUE
BB10002784,Football,AMERICAN,FALSE
BB10002785,"Boxing,Cricket",American,1
BB10002786,"Football,Cricket",Decimal,false
BB10002787,"Hockey,Rugby,Rugby",American,TRUE
BB10002788,"Football,Cricket,Baseball",Dec,
BB10002789,"Tennis,Boxing",Dec,false
BB10002790,"Golf,Rugby,Hockey",Fractional,FALSE
BB10002793,"Football,Rugby",fractional,false
BB10002794,"Boxing,Baseball,Cricket",fractional,0
BB10002795,"Tennis,Baseball,Basketball,Boxing",fractional,0
BB10002796,Boxing,AMERICAN,true
BB10002797,"Baseball,Basketball,Rugby,Basketball",Dec,TRUE
BB10002798,Football,DECIMAL,true
BB10002800,"Basketball,Baseball",,
BB10002801,"Baseball,Hockey",,true
BB10002803,Tennis,Dec,Yes
BB10002805,"Baseball,Cricket",AMERICAN,Yes
BB10002807,Football,American,false
BB10002808,"Baseball,Rugby,Hockey",American,FALSE
BB10002809,"Boxing,Tennis,Football,Rugby,Boxing",,1
BB10002810,"Cricket,Baseball,Hockey",fractional,Yes
BB10002811,"Golf,Basketball,Hockey,Tennis,Golf",DECIMAL,false
BB10002812,"Tennis,Baseball,Baseball",DECIMAL,false
BB10002814,"Golf,Golf,Boxing,Basketball",fractional,
BB10002815,"Cricket,Rugby",Decimal,No
BB10002816,Football,DECIMAL,0
BB10002817,"Football,Football,Tennis",Fractional,true
BB10002818,"Golf,Golf",Dec,No
BB10002819,"Tennis,Golf,Tennis",Decimal,TRUE
BB10002820,"Tennis,Boxing,Tennis",American,0
BB10002823,Basketball,AMERICAN,true
BB10002824,"Basketball,Baseball,Basketball",Decimal,FALSE
BB10002826,"Tennis,Rugby,Basketball,Tennis",Dec,0
BB10002827,"Basketball,Boxing",,1
BB10002828,"Football,Cricket",,true
BB10002829,Baseball,DECIMAL,0
BB10002830,"Cricket,Golf",DECIMAL,Yes
BB10002831,"Baseball,Tennis,Basketball,Basketball",fractional,TRUE
BB10002832,"Tennis,Golf",Decimal,No
BB10002833,"Rugby,Golf,Hockey,Boxing",AMERICAN,FALSE
BB10002834,"Cricket,Baseball,Cricket",Dec,No
BB10002835,Tennis,American,0
BB10002836,Rugby,fractional,No
BB10002837,"Boxing,Baseball,Basketball,Boxing",Dec,No
BB10002838,"Basketball,Rugby,Baseball",,0
BB10002839,"Boxing,Baseball",American,No
BB10002840,"Rugby,Boxing",DECIMAL,
BB10002841,"Tennis,Hockey,Tennis",Dec,true
BB10002842,Cricket,,0
BB10002843,Cricket,,TRUE
BB10002844,"Baseball,Football",DECIMAL,TRUE
BB10002846,Hockey,,true
BB10002847,"Cricket,Tennis",Fractional,TRUE
BB10002848,"Boxing,Cricket,Basketball",American,Yes
BB10002849,"Basketball,Boxing,Rugby,Golf",fractional,
BB10002850,"Golf,Rugby,Hockey",Dec,FALSE
BB10002852,Cricket,AMERICAN,false
BB10002854,Basketball,Fractional,0
BB10002855,"Baseball,Football,Baseball",fractional,TRUE
BB10002856,"Hockey,Tennis",,Yes
BB10002860,"Football,Hockey",,Yes
BB10002861,"Baseball,Baseball",American,true
BB10002862,"Boxing,Hockey,Cricket,Golf,Boxing",Decimal,1
BB10002864,"Tennis,Hockey",fractional,true
BB10002865,"Football,Football",Fractional,false
BB10002866,"Football,Tennis,Golf,Boxing",Fractional,1
BB10002867,Rugby,Decimal,Yes
BB10002868,Basketball,Fractional,false
BB10002870,"Tennis,Hockey,Hockey,Tennis",DECIMAL,FALSE
BB10002871,"Golf,Tennis,Cricket",Fractional,
BB10002872,"Rugby,Basketball,Hockey",fractional,1
BB10002874,Football,DECIMAL,TRUE
BB10002875,"Hockey,Basketball,Football,Golf",AMERICAN,FALSE
BB10002876,Football,Fractional,FALSE
BB10002877,"Golf,Hockey,Cricket",DECIMAL,true
BB10002878,"Cricket,Cricket,Rugby",,1
BB10002879,"Golf,Baseball",American,No
BB10002880,Tennis,Decimal,Yes
BB10002882,"Golf,Hockey,Cricket,Basketball,Golf",,false
BB10002883,Hockey,,Yes
BB10002884,Golf,,0
BB10002885,Basketball,American,
BB10002887,"Tennis,Golf",,Yes
BB10002889,Baseball,Fractional,false
BB10002890,"Cricket,Football",DECIMAL,FALSE
BB10002891,"Baseball,Golf",Dec,No
BB10002892,Rugby,American,true
BB10002893,Hockey,AMERICAN,false
BB10002894,"Boxing,Golf",fractional,
BB10002895,"Tennis,Boxing,Basketball,Football,Tennis",,0
BB10002897,"Golf,Hockey,Rugby",DECIMAL,false
BB10002898,Basketball,,0
BB10002899,"Rugby,Football,Boxing,Golf",AMERICAN,Yes
BB10002900,Golf,Decimal,TRUE
BB10002901,Baseball,,TRUE
BB10002904,"Tennis,Golf,Tennis,Cricket,Tennis",American,false
BB10002905,"Rugby,Football,Rugby,Golf",Decimal,0
BB10002906,"Rugby,Basketball,Rugby,Cricket",,1
BB10002907,Golf,American,1
BB10002908,Baseball,American,No
BB10002909,"Rugby,Tennis,Cricket,Golf",Decimal,FALSE
BB10002910,"Football,Tennis,Cricket,Football",American,No
BB10002911,"Cricket,Hockey,Boxing",American,0
BB10002914,"Cricket,Hockey,Baseball,Rugby",,1
BB10002915,"Football,Football",American,No
BB10002916,"Hockey,Cricket",Decimal,1
BB10002917,Hockey,American,Yes
BB10002918,"Football,Basketball,Cricket",,0
BB10002919,"Golf,Golf",,1
BB10002920,"Cricket,Cricket,Basketball",fractional,false
BB10002921,"Cricket,Rugby,Football",American,Yes
BB10002922,"Baseball,Hockey,Basketball",,
BB10002923,"Tennis,Tennis,Baseball",Fractional,No
BB10002924,Hockey,Dec,TRUE
BB10002925,"Basketball,Golf,Hockey",American,No
BB10002926,"Cricket,Cricket",Decimal,0
BB10002929,"Football,Rugby,Golf,Cricket",DECIMAL,false
BB10002930,"Football,Basketball",fractional,No
BB10002931,"Football,Tennis,Basketball,Tennis,Football",,FALSE
BB10002932,"Rugby,Golf",DECIMAL,false
BB10002933,"Cricket,Rugby,Rugby",DECIMAL,FALSE
BB10002934,"Football,Rugby,Basketball",Fractional,No
BB10002935,"Football,Football",Dec,1
BB10002936,"Tennis,Cricket,Boxing,Boxing",American,Yes
BB10002937,"Basketball,Boxing,Tennis",Dec,TRUE
BB10002938,"Tennis,Cricket,Tennis,Cricket",fractional,false
BB10002940,"Tennis,Hockey",Dec,
BB10002941,Basketball,American,TRUE
BB10002942,"Rugby,Tennis",,0
BB10002943,"Boxing,Football,Rugby",AMERICAN,1
BB10002945,"Golf,Hockey,Baseball,Boxing",fractional,FALSE
BB10002946,"Boxing,Basketball,Basketball,Golf",,
BB10002947,"Football,Golf",American,0
BB10002948,"Baseball,Hockey",Fractional,TRUE
BB10002949,"Football,Basketball,Rugby,Baseball",,true
BB10002951,"Football,Hockey,Football",,Yes
BB10002953,"Basketball,Baseball",Dec,
BB10002954,"Hockey,Baseball",Fractional,TRUE
BB10002956,"Rugby,Tennis,Cricket",,TRUE
BB10002957,Basketball,AMERICAN,false
BB10002958,"Cricket,Boxing",Fractional,No
BB10002959,Golf,Decimal,true
BB10002960,Tennis,,0
BB10002962,"Football,Basketball,Tennis",fractional,0
BB10002963,"Tennis,Golf,Basketball,Rugby,Tennis",,TRUE
BB10002964,Golf,Decimal,true
BB10002965,"Boxing,Rugby,Cricket,Rugby",DECIMAL,false
BB10002966,Cricket,,false
BB10002968,"Cricket,Rugby,Baseball,Basketball",,No
BB10002969,"Hockey,Golf,Cricket",Fractional,TRUE
BB10002970,"Golf,Tennis",,1
BB10002971,"Football,Hockey",Decimal,No
BB10002972,"Hockey,Cricket,Golf",,0
BB10002974,"Basketball,Hockey,Golf",,0
BB10002975,Rugby,American,
BB10002976,"Cricket,Hockey,Football",Decimal,FALSE
BB10002978,Rugby,American,FALSE
BB10002979,Basketball,AMERICAN,FALSE
BB10002980,"Basketball,Boxing,Football,Cricket,Basketball",,Yes
BB10002982,"Golf,Boxing,Hockey",,false
BB10002983,"Hockey,Baseball,Rugby,Golf",Dec,TRUE
BB10002984,"Cricket,Football,Rugby,Baseball",fractional,true
BB10002986,"Basketball,Boxing",Dec,No
BB10002987,"Rugby,Hockey,Basketball,Boxing",DECIMAL,true
BB10002988,"Baseball,Golf,Tennis,Baseball",,false
BB10002990,"Baseball,Baseball",,1
BB10002991,Golf,DECIMAL,FALSE
BB10002992,"Boxing,Hockey,Basketball,Tennis",AMERICAN,false
BB10002993,Tennis,fractional,
BB10002994,"Boxing,Baseball,Tennis,Basketball",,FALSE
BB10002995,"Cricket,Basketball,Golf,Tennis",American,FALSE
BB10002996,"Football,Boxing,Baseball",Decimal,true
BB10002998,"Boxing,Tennis,Rugby,Rugby",American,false
BB10002999,"Baseball,Boxing",DECIMAL,TRUE
BB10003000,"Cricket,Baseball",Decimal,true
BB10003004,"Football,Cricket",,
BB10003005,"Golf,Hockey",fractional,
BB10003006,"Rugby,Football",,0
BB10003007,"Cricket,Tennis,Cricket,Basketball",,false
BB10003010,Cricket,fractional,Yes
BB10003011,Boxing,Fractional,
BB10003012,"Baseball,Baseball,Baseball",,FALSE
BB10003013,"Hockey,Football,Rugby",Dec,FALSE
BB10003014,"Rugby,Baseball,Football",Fractional,FALSE
BB10003015,"Rugby,Golf",DECIMAL,
BB10003016,"Football,Baseball,Cricket",,1
BB10003017,"Cricket,Cricket",Decimal,0
BB10003018,"Football,Cricket,Boxing,Basketball",,true
BB10003019,"Boxing,Rugby",,1
BB10003020,"Cricket,Football,Boxing,Hockey",Decimal,false
BB10003021,"Basketball,Cricket,Hockey",,false
BB10003022,"Rugby,Hockey",Fractional,FALSE
BB10003025,"Football,Boxing,Cricket,Football",fractional,1
BB10003026,"Rugby,Hockey,Cricket,Golf,Rugby",Decimal,0
BB10003029,"Rugby,Football,Golf",,true
BB10003030,"Basketball,Basketball,Tennis",Fractional,true
BB10003031,Football,Decimal,Yes
BB10003032,"Rugby,Cricket,Tennis,Boxing",fractional,No
BB10003033,Boxing,AMERICAN,FALSE
BB10003034,"Golf,Golf,Basketball,Rugby",fractional,false
BB10003035,"Hockey,Hockey,Rugby,Cricket",fractional,Yes
BB10003036,"Rugby,Hockey",American,FALSE
BB10003037,"Boxing,Golf,Tennis,Football",AMERICAN,true
BB10003038,"Tennis,Baseball,Rugby",DECIMAL,Yes
BB10003039,"Hockey,Baseball,Boxing,Football,Hockey",fractional,true
BB10003040,Rugby,American,true
BB10003042,"Hockey,Baseball",,FALSE
BB10003043,"Tennis,Boxing,Cricket",DECIMAL,true
BB10003046,"Football,Football,Basketball",,true
BB10003047,Tennis,American,Yes
BB10003048,"Boxing,Baseball",AMERICAN,false
BB10003050,"Rugby,Tennis,Boxing",,1
BB10003051,"Hockey,Boxing,Cricket,Baseball",,No
BB10003052,"Hockey,Tennis,Baseball",Fractional,No
BB10003054,"Cricket,Cricket,Baseball",Decimal,TRUE
BB10003056,Cricket,Dec,1
BB10003057,"Boxing,Cricket,Cricket",American,Yes
BB10003058,"Baseball,Football",,true
BB10003059,Cricket,Dec,0
BB10003060,"Hockey,Cricket,Golf,Hockey",AMERICAN,
BB10003062,"Cricket,Baseball,Football,Basketball",DECIMAL,
BB10003063,Tennis,fractional,true
BB10003065,"Cricket,Cricket",American,0
BB10003067,"Cricket,Cricket,Cricket,Basketball",AMERICAN,true
BB10003068,"Basketball,Football,Boxing",Dec,No
BB10003069,Boxing,,false
BB10003070,"Basketball,Rugby,Hockey,Hockey",AMERICAN,FALSE
BB10003071,"Golf,Boxing",Decimal,FALSE
BB10003072,"Basketball,Rugby",Fractional,FALSE
BB10003073,"Cricket,Golf,Baseball,Cricket",,
BB10003074,"Boxing,Baseball,Boxing,Boxing",Decimal,No
BB10003076,"Football,Baseball",DECIMAL,
BB10003077,"Baseball,Tennis",,
BB10003078,"Football,Rugby,Football,Football",fractional,FALSE
BB10003079,"Rugby,Golf,Baseball",,false
BB10003080,"Golf,Football",DECIMAL,TRUE
BB10003082,"Basketball,Football",AMERICAN,1
BB10003084,"Baseball,Football",Fractional,TRUE
BB10003085,Tennis,Fractional,FALSE
BB10003086,"Rugby,Golf,Golf,Baseball",American,
BB10003089,Boxing,,0
BB10003090,"Boxing,Football,Rugby",Fractional,FALSE
BB10003092,Boxing,,Yes
BB10003093,"Cricket,Golf,Rugby",Fractional,FALSE
BB10003094,Tennis,Fractional,
BB10003095,"Boxing,Tennis",Dec,TRUE
BB10003096,"Golf,Hockey,Cricket,Golf",,Yes
BB10003097,Basketball,fractional,false
BB10003098,"Boxing,Basketball,Cricket,Baseball,Boxing",Fractional,FALSE
BB10003099,Baseball,AMERICAN,
BB10003100,"Hockey,Baseball,Basketball,Hockey",,No
BB10003101,"Rugby,Hockey,Hockey,Basketball",DECIMAL,
BB10003102,"Golf,Rugby",DECIMAL,false
BB10003103,"Baseball,Basketball",Fractional,1
BB10003104,Cricket,Decimal,true
BB10003105,"Rugby,Football",American,false
BB10003106,Football,Dec,FALSE
BB10003107,"Golf,Baseball,Boxing,Golf",fractional,FALSE
BB10003108,Tennis,,Yes
BB10003109,"Boxing,Hockey,Cricket,Baseball",Fractional,true
BB10003110,"Basketball,Boxing,Boxing,Boxing",Fractional,0
BB10003111,"Rugby,Hockey",American,TRUE
BB10003113,"Basketball,Hockey,Golf,Football",Decimal,1
BB10003114,Baseball,,FALSE
BB10003115,"Basketball,Basketball",Fractional,0
BB10003117,"Tennis,Football,Boxing",Decimal,1
BB10003118,"Cricket,Baseball,Golf",DECIMAL,
BB10003119,Basketball,DECIMAL,1
BB10003121,"Football,Boxing,Football",AMERICAN,false
BB10003122,"Boxing,Boxing,Hockey",American,TRUE
BB10003123,Baseball,fractional,false
BB10003124,"Tennis,Football,Cricket",Decimal,FALSE
BB10003125,"Baseball,Rugby,Rugby",AMERICAN,
BB10003126,"Hockey,Football,Hockey",Fractional,0
BB10003127,Cricket,,FALSE
BB10003128,"Golf,Golf,Basketball,Golf",Decimal,1
BB10003129,"Rugby,Baseball",,0
BB10003130,Cricket,DECIMAL,Yes
BB10003131,"Hockey,Hockey",fractional,Yes
BB10003132,"Basketball,Hockey,Football",AMERICAN,
BB10003133,"Cricket,Baseball,Hockey,Basketball",Fractional,TRUE
BB10003134,Rugby,,
BB10003135,Hockey,American,No
BB10003136,Golf,Fractional,false
BB10003138,"Tennis,Tennis,Baseball,Rugby",American,TRUE
BB10003139,"Rugby,Hockey,Cricket,Basketball",DECIMAL,false
BB10003140,Boxing,DECIMAL,true
BB10003141,"Boxing,Tennis",American,TRUE
BB10003142,"Golf,Basketball",fractional,
BB10003143,"Tennis,Golf",,Yes
BB10003144,"Baseball,Cricket,Tennis,Tennis",American,No
BB10003146,"Boxing,Football,Boxing",,
BB10003147,"Rugby,Boxing,Hockey",DECIMAL,TRUE
BB10003148,"Tennis,Football",Decimal,false
BB10003149,"Football,Baseball",American,FALSE
BB10003150,"Hockey,Baseball,Rugby",Dec,
BB10003151,"Golf,Cricket,Football",Decimal,TRUE
BB10003152,Boxing,Fractional,
BB10003153,"Boxing,Hockey,Hockey",,TRUE
BB10003154,"Football,Cricket,Golf",Fractional,Yes
BB10003155,"Basketball,Baseball",Dec,No
BB10003157,"Tennis,Hockey,Rugby",DECIMAL,Yes
BB10003159,"Hockey,Boxing,Cricket",American,FALSE
BB10003161,"Tennis,Hockey",AMERICAN,FALSE
BB10003162,"Baseball,Boxing",Fractional,0
BB10003163,"Rugby,Baseball,Cricket",,No
BB10003164,"Football,Boxing,Football",,FALSE
BB10003165,"Rugby,Football,Boxing,Rugby,Rugby",,1
BB10003166,"Golf,Golf,Baseball,Football",American,0
BB10003167,"Tennis,Baseball",Dec,TRUE
BB10003168,"Tennis,Golf",DECIMAL,TRUE
BB10003170,Golf,,No
BB10003171,"Basketball,Cricket,Basketball,Tennis",Decimal,
BB10003172,"Boxing,Tennis,Golf,Baseball",fractional,Yes
BB10003173,"Basketball,Cricket,Basketball",Decimal,0
BB10003174,"Cricket,Golf,Football,Boxing,Cricket",Dec,false
BB10003175,"Cricket,Tennis,Football,Baseball",DECIMAL,true
BB10003176,Rugby,,TRUE
BB10003177,"Tennis,Tennis",AMERICAN,TRUE
BB10003178,"Hockey,Hockey,Boxing",Decimal,true
BB10003179,"Tennis,Tennis",Fractional,0
BB10003180,"Boxing,Football,Rugby",Dec,false
BB10003183,"Baseball,Golf",Fractional,Yes
BB10003184,"Hockey,Golf,Baseball,Cricket",,TRUE
BB10003185,"Golf,Basketball,Rugby,Baseball",AMERICAN,No
BB10003187,Tennis,DECIMAL,
BB10003188,"Golf,Hockey",,
BB10003189,"Football,Football,Football",,true
BB10003190,"Golf,Tennis,Golf",,Yes
BB10003191,"Boxing,Football,Tennis",American,0
BB10003192,"Rugby,Boxing,Hockey,Golf",Dec,FALSE
BB10003193,Basketball,Fractional,0
BB10003195,"Basketball,Hockey,Hockey",Fractional,
BB10003196,"Rugby,Baseball,Golf",Decimal,
BB10003197,Hockey,Dec,
BB10003198,Cricket,DECIMAL,false
BB10003199,"Golf,Hockey,Football",Decimal,
BB10003201,"Basketball,Basketball,Rugby,Boxing",AMERICAN,0
BB10003202,Boxing,Fractional,1
BB10003203,"Tennis,Hockey",DECIMAL,No
BB10003204,"Cricket,Boxing,Hockey",,Yes
BB10003205,"Cricket,Football,Baseball,Hockey",Dec,
BB10003206,"Tennis,Cricket,Boxing",fractional,Yes
BB10003208,"Rugby,Football",fractional,true
BB10003209,Hockey,Decimal,false
BB10003210,"Hockey,Cricket,Rugby,Football",,1
BB10003211,"Boxing,Basketball",,1
BB10003212,"Cricket,Rugby,Basketball,Boxing",Dec,true
BB10003213,"Golf,Boxing,Baseball",,1
BB10003214,"Golf,Baseball,Golf",American,true
BB10003215,"Hockey,Tennis,Cricket,Golf",,false
BB10003217,"Cricket,Hockey,Boxing",Decimal,1
BB10003218,"Football,Cricket,Tennis,Football",fractional,
BB10003219,"Boxing,Tennis,Hockey",AMERICAN,
BB10003220,"Boxing,Rugby,Hockey",Dec,Yes
BB10003221,Hockey,Dec,0
BB10003222,"Golf,Hockey,Cricket,Boxing",DECIMAL,TRUE
BB10003223,Cricket,Decimal,false
BB10003224,"Rugby,Football",fractional,FALSE
BB10003225,Baseball,Decimal,false
BB10003226,"Boxing,Golf,Boxing",,Yes
BB10003227,Tennis,AMERICAN,FALSE
BB10003229,"Boxing,Hockey,Cricket",,0
BB10003231,"Football,Rugby,Boxing,Baseball",Dec,No
BB10003232,"Rugby,Basketball",,1
BB10003233,"Baseball,Hockey",DECIMAL,No
BB10003234,"Hockey,Golf,Cricket,Baseball",,FALSE
BB10003235,"Tennis,Boxing,Basketball,Hockey",,false
BB10003236,"Football,Golf",AMERICAN,1
BB10003237,"Tennis,Baseball,Hockey,Football",fractional,TRUE
BB10003238,"Cricket,Tennis",Fractional,FALSE
BB10003239,"Tennis,Rugby,Cricket",Dec,false
BB10003240,"Golf,Cricket,Hockey,Football",DECIMAL,
BB10003241,Boxing,Decimal,No
BB10003242,"Basketball,Tennis",,0
BB10003243,"Golf,Cricket,Golf",fractional,true
BB10003244,Tennis,fractional,false
BB10003245,"Boxing,Cricket,Tennis",Dec,FALSE
BB10003247,"Tennis,Boxing,Cricket",Decimal,TRUE
BB10003248,"Hockey,Boxing,Cricket",Decimal,0
BB10003249,"Rugby,Football,Rugby",AMERICAN,1
BB10003250,"Baseball,Basketball,Football",AMERICAN,0
BB10003251,Baseball,,1
BB10003252,"Tennis,Hockey,Cricket,Golf",Dec,
BB10003253,Boxing,,false
BB10003254,Golf,,Yes
BB10003255,"Rugby,Basketball,Basketball",,0
BB10003256,"Rugby,Golf,Cricket",AMERICAN,true
BB10003257,"Tennis,Baseball,Tennis",fractional,TRUE
BB10003258,"Football,Boxing,Boxing,Basketball",,true
BB10003259,"Tennis,Basketball",,true
BB10003260,Basketball,,Yes
BB10003261,"Tennis,Football,Hockey",American,No
BB10003262,"Cricket,Football,Cricket",,TRUE
BB10003263,"Golf,Rugby,Tennis",AMERICAN,No
BB10003264,"Golf,Rugby,Boxing",Dec,1
BB10003265,"Rugby,Basketball,Basketball",fractional,Yes
BB10003268,"Rugby,Football,Baseball,Golf",DECIMAL,false
BB10003269,"Rugby,Hockey,Golf",AMERICAN,TRUE
BB10003271,"Rugby,Cricket,Rugby",Decimal,true
